WAV,ABS1,ABS2,ABS3
380,Error,Error,1.4172302333657003
381,Error,Error,1.4040499446723316
382,Error,Error,1.3914958114807559
383,Error,Error,1.391495811480756
384,Error,Error,1.3967932096045348
385,Error,Error,1.3967932096045348
386,Error,Error,1.384224706188589
387,Error,Error,1.384224706188589
388,Error,Error,1.372009728791199
389,Error,Error,1.372009728791199
390,Error,Error,1.360128932395281
391,Error,Error,1.3487798880727242
392,Error,Error,1.3531098788948597
393,Error,Error,1.3417284574450168
394,Error,Error,1.3417284574450168
395,Error,Error,1.3306377041539883
396,Error,Error,1.3306377041539883
397,Error,Error,1.3306377041539883
398,Error,Error,1.3198231413494614
399,Error,Error,1.3198231413494614
400,Error,Error,1.3306377041539883
401,Error,Error,1.3306377041539883
402,Error,Error,1.3306377041539883
403,Error,Error,1.3306377041539883
404,Error,Error,1.3306377041539883
405,Error,Error,1.3306377041539883
406,Error,Error,1.3306377041539883
407,Error,Error,1.3417284574450168
408,Error,Error,1.3417284574450168
409,Error,Error,1.3417284574450168
410,Error,Error,1.3417284574450168
411,Error,Error,1.3417284574450168
412,Error,Error,1.3417284574450168
413,Error,Error,1.3417284574450168
414,Error,Error,1.3417284574450168
415,Error,Error,1.3306377041539883
416,Error,Error,1.3306377041539883
417,Error,Error,1.3306377041539883
418,Error,Error,1.3306377041539883
419,Error,Error,1.3311488374510023
420,Error,Error,1.3306377041539883
421,Error,Error,1.3306377041539883
422,Error,Error,1.3306377041539883
423,Error,Error,1.3306377041539883
424,Error,Error,1.3311488374510023
425,Error,Error,1.3306377041539883
426,Error,Error,1.3306377041539883
427,Error,Error,1.3198231413494614
428,Error,Error,1.3198231413494614
429,Error,Error,1.3198231413494614
430,Error,Error,1.3198231413494614
431,Error,Error,1.3198231413494614
432,Error,Error,1.3198231413494614
433,Error,Error,1.3198231413494614
434,Error,Error,1.3198231413494614
435,Error,Error,1.3198231413494614
436,Error,Error,1.3198231413494614
437,Error,Error,1.3198231413494614
438,Error,Error,1.3198231413494614
439,Error,Error,1.3198231413494614
440,Error,Error,1.3198231413494614
441,Error,Error,1.3198231413494614
442,Error,Error,1.3198231413494614
443,Error,Error,1.3198231413494614
444,Error,Error,1.3198231413494614
445,Error,Error,1.3198231413494614
446,Error,Error,1.3094680826845568
447,Error,Error,1.3198231413494614
448,Error,Error,1.3094680826845568
