id,latitude,longitude,color,size,label,entryid
0,14.544823,120.991335,red,big,P,249
1,14.544823000000001,120.991335,red,big,P,250
2,14.544823,120.991335,red,big,P,251
3,14.544823000000001,120.991335,red,big,S,253
4,14.544823,120.991335,red,big,S,254
5,14.544823000000001,120.991335,red,big,S,255
6,14.544823,120.991335,red,big,S,256
7,14.544823000000001,120.991335,red,big,S,257
8,14.544823,120.991335,red,big,S,1187
