380,1.563989329
381,1.564498901
382,1.563989329
383,1.564498901
384,1.563989329
385,1.985283157
386,1.985283157
387,1.985283157
388,1.985283157
389,1.985283157
390,1.985283157
391,1.985283157
392,1.985283157
393,1.985283157
394,1.985283157
395,1.938596694
396,1.938596694
397,1.938596694
398,1.938596694
399,1.938596694
400,1.938596694
401,1.938596694
402,1.938596694
403,1.938596694
404,1.938596694
405,1.938596694
406,1.938596694
407,1.938086523
408,1.938086523
409,1.938596694
410,1.938596694
411,1.938086523
412,1.938596694
413,1.938596694
414,1.938086523
415,1.938596694
416,1.938086523
417,1.938596694
418,1.938596694
419,1.938596694
420,1.938596694
421,1.938596694
422,1.938596694
423,1.938086523
424,1.938596694
425,1.938596694
426,1.938596694
427,1.938596694
428,1.938086523
429,1.938596694
430,1.938596694
431,1.938086523
432,1.938596694
433,1.938596694
434,1.938596694
435,1.938086523
436,1.938086523
437,1.938596694
438,1.938086523
439,1.938086523
440,1.938596694
441,1.938086523
442,1.938086523
443,1.938596694
444,1.938086523
445,1.938086523
446,1.938596694
447,1.895935245
448,1.895935245
449,1.895935245
450,1.895935245
451,1.895935245
452,1.895935245
453,1.895935245
454,1.895935245
455,1.895935245
456,1.895935245
457,1.895935245
458,1.896445415
459,1.895935245
460,1.895935245
461,1.895935245
462,1.895935245
463,1.895935245
464,1.895935245
465,1.896445415
466,1.895935245
467,1.895935245
468,1.895935245
469,1.895935245
470,1.895935245
471,1.895935245
472,1.895935245
473,1.895935245
474,1.895935245
475,1.895935245
476,1.895935245
477,1.895935245
478,1.895935245
479,1.895935245
480,1.895935245
481,1.895935245
482,1.895935245
483,1.895935245
484,1.895935245
485,1.895935245
486,1.895935245
487,1.895935245
488,1.895935245
489,1.895935245
490,1.895935245
491,1.895935245
492,1.895935245
493,1.895935245
494,1.895935245
495,1.895935245
496,1.895935245
497,1.895935245
498,1.857515534
499,1.857515534
500,1.857515534
501,1.857515534
502,1.857515534
503,1.857515534
504,1.857515534
505,1.857515534
506,1.857515534
507,1.857515534
508,1.857515534
509,1.857515534
510,1.857515534
511,1.857515534
512,1.857515534
513,1.857515534
514,1.857515534
515,1.857515534
516,1.857515534
517,1.857515534
518,1.857515534
519,1.857515534
520,1.857515534
521,1.857515534
522,1.857515534
523,1.857515534
524,1.857515534
525,1.857515534
526,1.857515534
527,1.857515534
528,1.857515534
529,1.857515534
530,1.857515534
531,1.857515534
532,1.857515534
533,1.857515534
534,1.857515534
535,1.857515534
536,1.857515534
537,1.857515534
538,1.857014406
539,1.857014406
540,1.857014406
541,1.857515534
542,1.857014406
543,1.857014406
544,1.857014406
545,1.822359045
546,1.822359045
547,1.822359045
548,1.822359045
549,1.822359045
550,1.822359045
551,1.822359045
552,1.822359045
553,1.822359045
554,1.822359045
555,1.822359045
556,1.822359045
557,1.822359045
558,1.822359045
559,1.822359045
560,1.822359045
561,1.822359045
562,1.822359045
563,1.822359045
564,1.822359045
565,1.822359045
566,1.822359045
567,1.821847685
568,1.822359045
569,1.822359045
570,1.822359045
571,1.822359045
572,1.822359045
573,1.821847685
574,1.822359045
575,1.821847685
576,1.821847685
577,1.821847685
578,1.821847685
579,1.821847685
580,1.821847685
581,1.821847685
582,1.821847685
583,1.821847685
584,1.821847685
585,1.821847685
586,1.821847685
587,1.87204044
588,1.87204044
589,1.87204044
590,1.87204044
591,1.87204044
592,1.834851485
593,1.834851485
594,1.834851485
595,1.834851485
596,1.834851485
597,1.834851485
598,1.834851485
599,1.834851485
600,1.834339522
601,1.834339522
602,1.834851485
603,1.834339522
604,1.834339522
605,1.834339522
606,1.834339522
607,1.834339522
608,1.834339522
609,1.834339522
610,1.834339522
611,1.834339522
612,1.834339522
613,1.834339522
614,1.834339522
615,1.834339522
616,1.834339522
617,1.834339522
618,1.834339522
619,1.834339522
620,1.834339522
621,1.834339522
622,1.834339522
623,1.834339522
624,1.834339522
625,1.834339522
626,1.834339522
627,1.834339522
628,1.834339522
629,1.834339522
630,1.834339522
631,1.834532787
632,1.834339522
633,1.834339522
634,1.834532787
635,1.834532787
636,1.835044522
637,1.800192924
638,1.80088908
639,1.801400815
640,1.80088908
641,1.80088908
642,1.80088908
643,1.80088908
644,1.80088908
645,1.80088908
646,1.80088908
647,1.80088908
648,1.80088908
649,1.80088908
650,1.80088908
651,1.80088908
652,1.80088908
653,1.80088908
654,1.80088908
655,1.80088908
656,1.80088908
657,1.80088908
658,1.80088908
659,1.80037674
660,1.80037674
661,1.80088908
662,1.80037674
663,1.80037674
664,1.80088908
665,1.80037674
666,1.80037674
667,1.80037674
668,1.80037674
669,1.80037674
670,1.80037674
671,1.80037674
672,1.80037674
673,1.80037674
674,1.80037674
675,1.80037674
676,1.80037674
677,1.80037674
678,1.80037674
679,1.80037674
680,1.79987348
681,1.79987348
682,1.769152982
683,1.768649722
684,1.768649722
685,1.769152982
686,1.769152982
687,1.768649722
688,1.768649722
689,1.769152982
690,1.768649722
691,1.768649722
692,1.769152982
693,1.768649722
694,1.768649722
695,1.768649722
696,1.768649722
697,1.768649722
698,1.768649722
699,1.768649722
700,1.768649722
701,1.768649722
702,1.768649722
703,1.768649722
704,1.768649722
705,1.768649722
706,1.768649722
707,1.768649722
708,1.768649722
709,1.768649722
710,1.768649722
711,1.768649722
712,1.768649722
713,1.768649722
714,1.768649722
715,1.768649722
716,1.768649722
717,1.768649722
718,1.768649722
719,1.768649722
720,1.768649722
721,1.768649722
722,1.768649722
723,1.768649722
724,1.739521024
725,1.739521024
726,1.739521024
727,1.739521024
728,1.739521024
729,1.739521024
730,1.739521024
731,1.739521024
732,1.739521024
733,1.739521024
734,1.739521024
735,1.739521024
736,1.739521024
737,1.739521024
738,1.739521024
739,1.739521024
740,1.739007484
741,1.739521024
742,1.739521024
743,1.739521024
744,1.739521024
745,1.739521024
746,1.739521024
747,1.739521024
748,1.739521024
749,1.739521024
750,1.739521024
751,1.739521024
752,1.739521024
753,1.739521024
754,1.739521024
755,1.739521024
756,1.739521024
757,1.739521024
758,1.739521024
759,1.739521024
760,1.739521024
761,1.739007484
762,1.739007484
763,1.739521024
764,1.739007484
765,1.712209764
766,1.712723304
767,1.712209764
768,1.712209764
769,1.712723304
770,1.712209764
771,1.712723304
772,1.712723304
773,1.712209764
774,1.712209764
775,1.712723304
776,1.712209764
777,1.712209764
778,1.712723304
779,1.712209764
780,1.712209764
781,1.712723304
