WAV,ABS1,ABS2,ABS3
380.0,2.8400548593382062,2.3711184911458787,2.0494051782352
381.0,2.838797707102328,2.3711184911458787,2.0493249785830243
382.0,2.8394267381049296,2.3692667026343304,2.0493249785830243
383.0,2.84068207342996,2.3707386306459317,2.0494051782352
384.0,2.8413083829966266,2.370738630645932,2.0493249785830243
385.0,2.8413083829966266,2.3692667026343304,2.0493249785830243
386.0,2.8394267381049296,2.370497880368976,2.0493249785830243
387.0,2.8400548593382062,2.3707386306459317,2.0003654739752026
388.0,2.8413083829966266,2.3698763814643176,2.000285274323028
389.0,2.84068207342996,2.3698763814643176,2.0016377742124205
390.0,2.84068207342996,2.371358897729324,2.0020906314402387
391.0,2.84068207342996,2.3698763814643176,2.0016377742124205
392.0,2.8400548593382062,2.3698763814643176,2.0011844442782607
393.0,2.8394267381049296,2.371358897729324,2.0011844442782607
394.0,2.8400548593382062,2.370497880368976,2.0011844442782607
395.0,2.84068207342996,2.3698763814643176,2.0011844442782607
396.0,2.8400548593382062,2.370738630645932,2.0016377742124205
397.0,2.8394267381049296,2.3711184911458787,2.0016377742124205
398.0,2.8394267381049296,2.3692667026343304,2.0011844442782607
399.0,2.8400548593382062,2.3707386306459317,1.9579311298265056
400.0,2.8413083829966266,2.370738630645932,1.9574773261981209
401.0,2.8413083829966266,2.3692667026343304,1.9574773261981209
402.0,2.84068207342996,2.3711184911458787,1.9574773261981209
403.0,2.8394267381049296,2.3707386306459317,1.9579311298265056
404.0,2.8394267381049296,2.3698763814643176,1.9574773261981209
405.0,2.8400548593382062,2.370497880368976,1.9574773261981209
406.0,2.84068207342996,2.371358897729324,1.9570319598712729
407.0,2.8394267381049296,2.244194625886237,1.9570319598712729
408.0,2.8394267381049296,2.244194625886237,1.9571121595234484
409.0,2.84068207342996,2.245677142151243,1.9570319598712729
410.0,2.8419210362202905,2.244194625886237,1.9170424235476928
411.0,2.8419210362202905,2.2448161247908955,1.91658776290375
412.0,2.84068207342996,2.245677142151243,1.9174075902223664
413.0,2.8400548593382062,2.2448161247908955,1.9169622238955173
414.0,2.838797707102328,2.244194625886237,1.9169622238955173
415.0,2.8400548593382062,2.245677142151243,1.9174075902223664
416.0,2.8413083829966266,2.2448161247908955,1.9174075902223664
417.0,2.8413083829966266,2.2435849470562497,1.9178613938507507
418.0,2.8400548593382062,2.245677142151243,1.9183147237849107
